InvoiceDate,Quantity,Price
2009-12-07 15:27:00,1,4.95
2009-12-11 15:14:00,-1,5.49
2009-12-11 15:14:00,-1,5.95
2009-12-11 15:40:00,1,4.95
2009-12-11 15:40:00,1,2.95
2009-12-11 15:40:00,1,2.95
2009-12-11 15:40:00,1,1.25
2009-12-11 15:40:00,1,2.1
2009-12-11 15:40:00,2,3.75
2009-12-11 15:40:00,1,1.25
2009-12-11 15:40:00,2,1.65
2009-12-11 15:40:00,1,12.75
2009-12-11 15:40:00,1,2.1
2009-12-11 15:40:00,16,0.42
2009-12-11 15:40:00,5,1.25
2009-12-11 15:40:00,1,5.49
2009-12-11 15:40:00,2,3.75
2009-12-11 15:40:00,1,2.1
2009-12-11 15:40:00,2,3.75
2009-12-11 15:40:00,1,4.95
2009-12-11 15:40:00,1,3.95
2009-12-11 15:40:00,3,2.1
2009-12-11 15:40:00,2,2.95
2009-12-11 15:40:00,1,2.95
2009-12-11 15:40:00,2,1.25
2009-12-11 15:40:00,4,4.95
2009-12-11 15:40:00,2,1.25
2009-12-11 15:40:00,2,1.25
2009-12-11 15:40:00,2,1.25
2009-12-11 15:40:00,1,1.25
2009-12-11 15:40:00,12,0.19
2009-12-11 15:40:00,12,0.19
2009-12-11 15:40:00,1,4.95
2009-12-11 15:40:00,1,4.25
2009-12-11 15:40:00,4,3.95
2009-12-11 15:40:00,1,1.65
2009-12-11 15:40:00,1,2.55
2009-12-11 15:40:00,3,1.25
2009-12-11 15:40:00,2,1.65
2009-12-11 15:40:00,1,0.85
2009-12-11 15:40:00,2,3.95
2009-12-11 15:40:00,1,2.95
2009-12-11 15:40:00,1,6.75
2009-12-11 15:40:00,1,2.55
2009-12-11 15:40:00,1,9.95
2009-12-11 15:40:00,3,4.65
2009-12-11 15:40:00,1,6.75
2009-12-11 15:40:00,1,2.55
2009-12-11 15:40:00,1,1.65
2009-12-11 15:40:00,2,3.75
2009-12-11 15:40:00,1,6.75
2009-12-11 15:40:00,1,2.55
2009-12-11 15:40:00,2,8.49
2009-12-11 15:40:00,1,2.95
2009-12-11 15:40:00,3,1.95
2009-12-11 15:40:00,12,0.42
2009-12-11 15:40:00,1,2.95
2009-12-11 15:40:00,12,1.25
2009-12-11 15:40:00,2,2.95
2009-12-11 15:40:00,2,1.25
2009-12-11 15:40:00,1,4.95
2009-12-11 15:40:00,1,1.49
2009-12-11 15:40:00,1,1.49
2009-12-11 15:40:00,2,0.42
2009-12-11 15:40:00,19,0.42
2009-12-11 15:40:00,1,1.25
2009-12-11 15:40:00,1,3.75
2009-12-11 15:40:00,1,1.25
2009-12-11 15:40:00,1,2.95
2009-12-11 15:40:00,1,4.65
2009-12-11 15:40:00,1,1.95
2009-12-11 15:40:00,2,1.25
2009-12-11 15:40:00,4,1.25
2009-12-11 15:40:00,1,5.95
2009-12-11 15:40:00,2,0.85
2009-12-11 15:40:00,1,2.1
2009-12-11 15:40:00,1,3.75
2009-12-11 15:40:00,1,4.25
2009-12-11 15:40:00,1,4.25
2009-12-11 15:40:00,1,3.75
2009-12-11 15:40:00,1,1.95
2009-12-11 15:40:00,1,1.95
2009-12-11 15:40:00,1,1.65
2009-12-11 15:40:00,1,1.65
2009-12-11 15:40:00,3,0.85
2009-12-11 15:40:00,1,0.55
2009-12-11 15:40:00,1,0.55
2009-12-11 15:40:00,5,0.29
2009-12-11 15:40:00,1,8.95
2009-12-11 15:40:00,1,4.95
2009-12-11 15:40:00,1,0.85
2009-12-11 15:40:00,1,1.45
2009-12-11 15:40:00,1,0.95
2009-12-11 15:40:00,1,1.45
2009-12-11 15:40:00,1,1.65
2009-12-11 15:40:00,1,2.1
2009-12-11 15:40:00,1,2.1
2009-12-11 15:40:00,1,4.95
2009-12-11 15:40:00,1,5.49
2009-12-11 15:40:00,1,6.35
2009-12-11 15:40:00,1,12.75
2009-12-11 15:40:00,1,3.75
2009-12-11 15:40:00,1,1.95
2009-12-11 15:40:00,2,3.25
2009-12-11 15:40:00,3,3.25
2009-12-11 15:40:00,1,1.25
2009-12-11 15:40:00,1,2.55
2009-12-11 15:40:00,3,5.49
2009-12-11 15:40:00,1,1.25
2009-12-11 15:40:00,25,0.42
2009-12-11 15:40:00,25,0.42
2009-12-11 15:40:00,2,6.95
2009-12-11 15:40:00,2,1.25
2009-12-11 15:40:00,3,1.65
2009-12-11 15:40:00,1,1.65
2009-12-11 15:40:00,1,1.65
2009-12-11 15:40:00,2,4.95
2009-12-11 15:40:00,4,0.42
2009-12-11 15:40:00,2,1.25
2009-12-11 15:40:00,2,1.25
2009-12-15 15:21:00,1,2.95
2009-12-15 15:21:00,2,39.95
2009-12-15 15:21:00,1,1.65
2009-12-15 15:21:00,1,2.25
2009-12-15 15:21:00,1,4.95
2009-12-15 15:21:00,1,2.55
2009-12-15 15:21:00,1,1.65
2009-12-15 15:21:00,1,1.25
2009-12-15 15:21:00,25,0.42
2009-12-15 15:21:00,1,1.95
2009-12-15 15:21:00,1,0.85
2009-12-15 15:21:00,1,3.75
2009-12-15 15:21:00,1,9.95
2009-12-15 15:21:00,2,3.25
2009-12-15 15:21:00,1,0.95
2009-12-15 15:21:00,1,2.1
2009-12-15 15:21:00,1,4.95
2009-12-15 15:21:00,4,3.75
2009-12-15 15:21:00,1,6.75
2009-12-15 15:21:00,1,1.95
2009-12-15 15:21:00,2,1.95
2009-12-15 15:21:00,1,8.95
2009-12-15 15:21:00,1,3.75
2009-12-15 15:21:00,2,5.49
2009-12-15 15:21:00,1,5.95
2009-12-15 15:21:00,5,3.95
2009-12-15 15:21:00,2,4.95
2009-12-15 15:21:00,1,3.75
2009-12-15 15:21:00,1,2.95
2009-12-15 15:21:00,1,14.95
2009-12-15 15:21:00,1,1.65
2009-12-15 15:21:00,10,2.95
2009-12-15 15:21:00,1,4.95
2009-12-15 15:21:00,2,4.95
2009-12-15 15:21:00,16,0.42
2009-12-15 15:21:00,1,1.49
2009-12-15 15:21:00,3,3.75
2009-12-15 15:21:00,1,3.95
2009-12-15 15:21:00,4,1.25
2009-12-15 15:21:00,1,3.75
2009-12-15 15:21:00,1,1.25
2009-12-15 15:21:00,1,1.25
2009-12-15 15:21:00,1,1.25
2009-12-15 15:21:00,1,1.65
2009-12-15 15:21:00,1,2.55
2009-12-15 15:21:00,1,9.95
2009-12-15 15:21:00,2,5.95
2009-12-15 15:21:00,1,4.25
2009-12-15 15:21:00,1,1.25
2009-12-15 15:21:00,6,0.85
2009-12-15 15:21:00,1,0.85
2009-12-15 15:21:00,1,0.85
2009-12-15 15:21:00,5,0.42
2009-12-15 15:21:00,1,1.25
2009-12-15 15:21:00,1,0.19
2009-12-15 15:21:00,1,4.95
2009-12-15 15:21:00,1,1.65
2009-12-15 15:21:00,2,1.25
2009-12-15 15:21:00,1,1.25
2009-12-15 15:21:00,1,1.95
2009-12-15 15:21:00,2,1.65
2009-12-15 15:21:00,20,0.85
2009-12-15 15:21:00,1,4.25
2009-12-15 15:21:00,3,4.95
2009-12-15 15:21:00,6,2.1
2009-12-15 15:21:00,1,1.25
2009-12-15 15:21:00,1,6.75
2009-12-15 15:21:00,25,0.42
2009-12-18 17:24:00,1,1.55
2009-12-18 17:24:00,1,3.75
2009-12-18 17:24:00,1,2.1
2009-12-18 17:24:00,1,9.95
2009-12-18 17:24:00,1,4.65
2009-12-18 17:24:00,1,2.1
2009-12-18 17:24:00,1,3.75
2009-12-18 17:24:00,1,5.49
2009-12-18 17:24:00,1,1.65
2009-12-18 17:24:00,1,1.95
2009-12-18 17:24:00,1,1.25
2009-12-18 17:24:00,1,2.95
2009-12-18 17:24:00,1,2.95
2009-12-18 17:24:00,1,2.55
2009-12-18 17:24:00,1,1.65
2009-12-18 17:24:00,1,3.75
2009-12-18 17:24:00,1,39.95
2009-12-18 17:24:00,1,9.95
2009-12-18 17:24:00,6,0.85
2009-12-18 17:24:00,2,4.95
2009-12-18 17:24:00,1,6.35
2009-12-18 17:24:00,1,4.95
2009-12-18 17:24:00,3,5.95
2009-12-18 17:24:00,1,3.25
2009-12-18 17:24:00,1,1.95
2009-12-18 17:24:00,6,0.85
2009-12-18 17:24:00,1,3.75
2009-12-18 17:24:00,1,1.65
2009-12-18 17:24:00,1,0.85
2009-12-18 17:24:00,1,2.95
2009-12-18 17:24:00,1,0.42
2009-12-18 17:24:00,1,0.42
2009-12-18 17:24:00,1,0.85
2009-12-18 17:24:00,2,0.95
2009-12-18 17:24:00,1,5.95
2009-12-18 17:24:00,4,0.55
2009-12-18 17:24:00,3,0.85
2009-12-18 17:24:00,6,1.25
2009-12-18 17:24:00,1,5.95
2009-12-18 17:24:00,1,9.95
2009-12-18 17:24:00,4,1.25
2009-12-18 17:24:00,2,4.95
2009-12-18 17:24:00,1,4.95
2009-12-18 17:24:00,3,4.95
2009-12-18 17:24:00,1,2.1
2009-12-18 17:24:00,3,2.95
2009-12-18 17:24:00,2,2.95
2009-12-18 17:24:00,4,1.25
2009-12-18 17:24:00,1,1.95
2009-12-18 17:24:00,1,1.25
2009-12-18 17:24:00,1,1.25
2009-12-18 17:24:00,1,2.95
2009-12-18 17:24:00,2,4.95
2009-12-18 17:24:00,2,1.65
2009-12-18 17:24:00,6,1.25
2009-12-18 17:24:00,1,3.95
2009-12-18 17:24:00,1,3.75
2009-12-18 17:24:00,1,1.95
2009-12-18 17:24:00,2,12.75
2009-12-18 17:24:00,2,8.49
2009-12-18 17:24:00,1,2.1
2009-12-18 17:24:00,1,2.1
2009-12-18 17:24:00,2,5.95
2009-12-18 17:24:00,1,3.75
2009-12-18 17:24:00,2,3.95
2009-12-18 17:24:00,1,4.95
2009-12-20 13:28:00,1,5.95
2009-12-20 13:28:00,1,0.85
2009-12-20 13:28:00,1,1.45
2009-12-20 13:28:00,1,1.45
2009-12-20 13:28:00,1,1.45
2009-12-20 13:28:00,1,4.25
2009-12-20 13:28:00,1,14.95
2009-12-20 13:28:00,2,1.65
2009-12-20 13:28:00,1,4.95
2009-12-20 13:28:00,1,2.25
2009-12-20 13:28:00,1,3.75
2009-12-20 13:28:00,1,1.25
2009-12-20 13:28:00,1,2.55
2009-12-20 13:28:00,1,2.55
2009-12-20 13:28:00,1,2.55
2009-12-20 13:28:00,1,9.95
2009-12-20 13:28:00,1,5.95
2009-12-20 13:28:00,16,0.42
2009-12-20 13:28:00,2,1.95
2009-12-20 13:28:00,1,4.95
2009-12-20 13:28:00,1,4.95
2009-12-20 13:28:00,3,0.42
2009-12-20 13:28:00,1,1.65
2009-12-20 13:28:00,1,3.75
2009-12-20 13:28:00,1,3.75
2009-12-20 13:28:00,2,0.85
2009-12-20 13:28:00,2,0.85
2009-12-20 13:28:00,1,7.95
2010-01-04 15:25:00,-1,1.95
2010-01-04 15:25:00,-1,0.85
2010-01-04 15:25:00,-1,9.95
2010-01-04 15:25:00,-2,12.75
2010-01-04 15:25:00,-1,1.95
2010-01-04 15:25:00,-1,5.49
2010-01-04 15:25:00,-1,1.25
2010-01-04 15:25:00,-1,2.1
2010-01-04 15:25:00,-1,7.95
2010-01-04 15:29:00,1,1.95
2010-01-04 15:29:00,1,4.25
2010-01-04 15:29:00,1,4.95
2010-01-04 15:29:00,2,0.85
2010-01-04 15:29:00,1,2.1
2010-01-04 15:29:00,5,34.95
2010-01-04 15:29:00,1,2.95
2010-01-04 15:29:00,2,2.95
2010-01-04 15:29:00,1,3.75
2010-01-04 15:29:00,24,0.19
2010-01-04 15:29:00,1,2.95
2010-01-04 15:29:00,1,2.1
2010-01-04 15:29:00,2,2.95
2010-01-04 15:29:00,1,3.45
2010-01-04 15:29:00,1,5.95
2010-01-04 15:29:00,1,4.95
2010-01-04 15:29:00,1,1.65
2010-01-04 15:29:00,2,0.42
2010-01-04 15:29:00,1,2.55
2010-01-04 15:29:00,1,2.1
2010-01-04 15:29:00,1,0.85
2010-01-04 15:29:00,5,0.29
2010-01-04 15:29:00,2,4.95
2010-01-04 15:29:00,1,1.25
2010-01-04 15:29:00,1,0.95
2010-01-04 15:29:00,1,0.85
2010-01-04 15:29:00,2,0.85
2010-01-04 15:29:00,1,9.95
2010-01-04 15:29:00,1,2.95
2010-01-04 15:29:00,1,1.25
2010-01-04 15:29:00,1,2.1
2010-01-04 15:29:00,3,0.85
2010-01-04 15:29:00,3,1.25
2010-01-04 15:29:00,1,1.65
2010-01-04 15:29:00,10,0.42
2010-01-04 15:29:00,10,0.42
2010-01-04 15:29:00,2,4.95
2010-01-04 15:29:00,2,2.1
2010-01-04 15:29:00,1,3.75
2010-01-04 15:29:00,2,1.95
2010-01-04 15:29:00,3,0.42
2010-01-04 15:29:00,1,0.42
2010-01-04 15:29:00,2,1.25
2010-01-04 15:29:00,1,1.25
2010-01-04 15:29:00,1,1.95
2010-01-04 15:29:00,2,2.55
2010-01-04 15:29:00,1,1.25
2010-01-04 15:29:00,1,0.85
2010-01-04 15:29:00,2,0.85
2010-01-04 15:29:00,1,4.95
2010-01-04 15:29:00,3,4.25
2010-01-04 15:29:00,1,4.95
2010-01-04 15:29:00,1,0.85
2010-01-04 15:29:00,1,1.25
2010-01-04 15:29:00,3,1.65
2010-01-04 15:29:00,1,9.95
2010-01-04 15:29:00,1,5.49
2010-01-04 15:29:00,1,2.55
2010-01-04 15:29:00,1,14.95
2010-01-04 15:29:00,1,6.75
2010-01-04 15:29:00,1,6.75
2010-01-04 15:29:00,2,3.75
2010-01-04 15:29:00,1,1.65
2010-01-08 15:16:00,1,12.75
2010-01-08 15:16:00,1,4.95
2010-01-08 15:16:00,1,6.75
2010-01-08 15:16:00,2,1.65
2010-01-08 15:16:00,2,1.65
2010-01-08 15:16:00,1,2.55
2010-01-08 15:16:00,1,5.49
2010-01-08 15:16:00,1,3.75
2010-01-08 15:16:00,1,2.95
2010-01-08 15:16:00,1,1.25
2010-01-08 15:16:00,1,4.95
2010-01-08 15:16:00,1,1.65
2010-01-08 15:16:00,3,0.55
2010-01-08 15:16:00,1,4.25
2010-01-08 15:16:00,1,2.55
2010-01-08 15:16:00,1,1.25
2010-01-08 15:16:00,2,6.35
2010-01-08 15:16:00,1,3.75
2010-01-08 15:16:00,2,1.65
2010-01-08 15:16:00,1,6.75
2010-01-08 15:16:00,1,7.95
2010-01-08 15:16:00,5,1.95
2010-01-08 15:16:00,4,34.95
2010-01-08 15:16:00,25,0.42
2010-01-08 15:16:00,1,2.95
2010-01-08 15:16:00,1,1.25
2010-01-08 15:16:00,1,2.1
2010-01-08 15:16:00,1,12.75
2010-01-08 15:16:00,2,8.95
2010-01-08 15:16:00,3,2.1
2010-01-08 15:16:00,4,4.95
2010-01-08 15:16:00,10,0.85
2010-01-08 15:16:00,1,5.45
2010-01-08 15:16:00,2,0.85
2010-01-08 15:16:00,3,2.1
2010-01-08 15:16:00,1,5.95
2010-01-08 15:16:00,2,2.95
2010-01-12 12:29:00,1,2.55
2010-01-12 12:29:00,1,1.95
2010-01-12 12:29:00,2,6.75
2010-01-12 12:29:00,1,45.95
2010-01-12 12:29:00,1,5.95
2010-01-12 12:29:00,25,0.42
2010-01-12 12:29:00,1,6.75
2010-01-12 12:29:00,1,6.75
2010-01-12 12:29:00,1,2.1
2010-01-12 12:29:00,1,2.1
2010-01-12 12:29:00,1,2.95
2010-01-12 12:29:00,1,5.95
2010-01-12 12:29:00,2,2.95
2010-01-12 12:29:00,1,1.65
2010-01-12 12:29:00,1,2.95
2010-01-12 12:29:00,3,2.1
2010-01-12 12:29:00,1,2.1
2010-01-12 12:29:00,1,1.65
2010-01-12 12:29:00,2,2.55
2010-01-12 12:29:00,1,7.95
2010-01-12 12:29:00,1,1.65
2010-01-12 12:29:00,1,1.25
2010-01-12 12:29:00,2,1.25
2010-01-12 12:29:00,1,1.65
2010-01-12 12:29:00,1,1.25
2010-01-12 12:29:00,1,1.25
2010-01-12 12:29:00,1,2.95
2010-01-12 12:29:00,1,9.95
2010-01-12 12:29:00,1,1.65
2010-01-12 12:29:00,6,0.85
2010-01-12 12:29:00,2,1.65
2010-01-12 12:29:00,1,1.65
2010-01-12 12:29:00,1,0.85
2010-01-12 12:29:00,4,2.55
2010-01-12 12:29:00,2,5.49
2010-01-12 12:29:00,2,3.75
2010-01-18 12:20:00,-1,4.95
2010-01-18 12:20:00,-1,8.95
2010-01-18 12:20:00,-1,3.25
2010-01-18 12:36:00,1,2.55
2010-01-18 12:36:00,10,0.85
2010-01-18 12:36:00,1,1.95
2010-01-18 12:36:00,2,1.65
2010-01-18 12:36:00,2,1.65
2010-01-18 12:36:00,1,2.55
2010-01-18 12:36:00,1,6.95
2010-01-18 12:36:00,2,6.35
2010-01-18 12:36:00,2,1.25
2010-01-18 12:36:00,5,0.29
2010-01-18 12:36:00,7,1.65
2010-01-18 12:36:00,1,0.85
2010-01-18 12:36:00,1,4.95
2010-01-18 12:36:00,1,1.25
2010-01-18 12:36:00,1,1.95
2010-01-18 12:36:00,3,2.1
2010-01-18 12:36:00,1,3.25
2010-01-18 12:36:00,2,6.75
2010-01-18 12:36:00,4,2.55
2010-01-18 12:36:00,1,8.95
2010-01-18 12:36:00,1,0.55
2010-01-18 12:36:00,1,2.1
2010-01-18 12:36:00,1,2.1
2010-01-18 12:36:00,1,2.1
2010-01-18 12:36:00,1,4.95
2010-01-18 12:36:00,2,2.1
2010-01-18 12:36:00,3,2.95
2010-01-18 12:36:00,1,2.1
2010-01-18 12:36:00,2,7.95
2010-01-18 12:36:00,1,4.25
2010-01-18 12:36:00,1,1.25
2010-01-18 12:36:00,3,2.1
2010-01-18 12:36:00,2,0.55
2010-01-18 12:36:00,1,3.75
2010-01-18 12:36:00,32,0.42
2010-01-21 13:58:00,2,1.65
2010-01-21 13:58:00,1,2.55
2010-01-21 13:58:00,1,7.95
2010-01-21 13:58:00,1,3.75
2010-01-21 13:58:00,1,3.75
2010-01-21 13:58:00,1,1.25
2010-01-21 13:58:00,3,0.85
2010-01-21 13:58:00,2,1.25
2010-01-21 13:58:00,3,1.25
2010-01-21 13:58:00,2,1.65
2010-01-21 13:58:00,1,4.95
2010-01-21 13:58:00,1,4.95
2010-01-21 13:58:00,1,4.95
2010-01-21 13:58:00,2,2.1
2010-01-21 13:58:00,1,4.95
2010-01-21 13:58:00,1,2.95
2010-01-21 13:58:00,1,2.1
2010-01-21 13:58:00,2,2.55
2010-01-21 13:58:00,1,1.45
2010-01-21 13:58:00,1,1.25
2010-01-21 13:58:00,1,0.55
2010-01-21 13:58:00,1,1.25
2010-01-21 13:58:00,1,2.95
2010-01-21 13:58:00,1,2.1
2010-01-21 13:58:00,4,7.95
2010-01-21 13:58:00,1,4.95
2010-01-21 13:58:00,10,0.85
2010-01-21 13:58:00,1,4.95
2010-01-21 13:58:00,1,2.55
2010-01-21 13:58:00,1,2.55
2010-01-21 13:58:00,1,4.95
2010-01-21 13:58:00,1,4.25
2010-01-21 13:58:00,1,1.69
2010-01-21 13:58:00,1,1.25
2010-01-21 13:58:00,1,0.85
